"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.sentenceId","Input.sentence","Input.index","Input.verbIndices","Input.prep","Input.wordIndex","Answer.taskAnswers","Approve","Reject"
"3OYHVNTV5TZNPA47KS25Y61NEEBKOX","3AHTORI2CVY36KQA8QSKO64FAYKHX8","Ask and answer questions about nouns","Ask and answer questions about nouns","noun","$0.05","Sun Feb 13 00:57:21 PST 2022","3","BatchId:347806;OriginalHitTemplateId:921587278;","18000","259200","Tue Mar 15 01:57:21 PDT 2022","","","3DI28L7YXAF2T23Q86YSCY6QVAG1EG","AZC7J87AH18DW","Approved","Tue Feb 15 03:29:16 PST 2022","Tue Feb 15 03:31:05 PST 2022","Fri Feb 18 03:31:05 PST 2022","Fri Feb 18 03:31:44 PST 2022","","","109","100% (1122/1122)","100% (211/211)","100% (185/185)","Wiki1k:wikipedia:19572217:14:6","There are 16 H and 9 N subtypes known , but only H 1 , 2 and 3 , and N 1 and 2 are commonly found in humans .","7","8&26","","","[{""another-question"":""add QA"",""answers-1"":""16"",""answers-2"":""H"",""answers-3"":""9"",""answers-4"":""N"",""answers-5"":""H 1 , 2 and 3 , and N 1 and 2"",""discard-question"":""discard question"",""end-1"":""4"",""end-2"":""5"",""end-3"":""7"",""end-4"":""8"",""end-5"":""25"",""member-consist-1"":""member"",""member-consist-2"":""member"",""member-consist-3"":""member"",""member-consist-4"":""member"",""member-consist-5"":""member"",""member-partof-1"":""member"",""member-partof-2"":""member"",""member-partof-3"":""member"",""member-partof-4"":""member"",""member-partof-5"":""member"",""notthe-copular-1"":""subtypes"",""notthe-copular-2"":""subtypes"",""notthe-copular-3"":""subtypes"",""notthe-copular-4"":""subtypes"",""notthe-copular-5"":""subtypes"",""part-consist-1"":""part"",""part-consist-2"":""part"",""part-consist-3"":""part"",""part-consist-4"":""part"",""part-consist-5"":""part"",""part-partof-1"":""part"",""part-partof-2"":""part"",""part-partof-3"":""part"",""part-partof-4"":""part"",""part-partof-5"":""part"",""question-1"":""How much /How many subtypes?"",""question-2"":""What kind of subtypes?"",""question-3"":""How much /How many subtypes?"",""question-4"":""What kind of subtypes?"",""question-5"":""What/Who is a part/member of subtypes?"",""question-5-consist-input-part-member"":""part"",""question-5-consist-input-what-who"":""What"",""remove-button"":""remove answer"",""start-1"":""3"",""start-2"":""4"",""start-3"":""6"",""start-4"":""7"",""start-5"":""13"",""the-copular-1"":""the subtypes"",""the-copular-2"":""the subtypes"",""the-copular-3"":""the subtypes"",""the-copular-4"":""the subtypes"",""the-copular-5"":""the subtypes"",""what-consist-1"":""What"",""what-consist-2"":""What"",""what-consist-3"":""What"",""what-consist-4"":""What"",""what-consist-5"":""What"",""what-copular-1"":""What"",""what-copular-2"":""What"",""what-copular-3"":""What"",""what-copular-4"":""What"",""what-copular-5"":""What"",""who-consist-1"":""Who"",""who-consist-2"":""Who"",""who-consist-3"":""Who"",""who-consist-4"":""Who"",""who-consist-5"":""Who"",""who-copular-1"":""Who"",""who-copular-2"":""Who"",""who-copular-3"":""Who"",""who-copular-4"":""Who"",""who-copular-5"":""Who""}]"
"3OYHVNTV5TZNPA47KS25Y61NEEBKOX","3AHTORI2CVY36KQA8QSKO64FAYKHX8","Ask and answer questions about nouns","Ask and answer questions about nouns","noun","$0.05","Sun Feb 13 00:57:21 PST 2022","3","BatchId:347806;OriginalHitTemplateId:921587278;","18000","259200","Tue Mar 15 01:57:21 PDT 2022","","","3Z4AIRP3C6EBZ2U73BOK0NRXBHXX1T","A2CK4EBWLXYOV1","Approved","Tue Feb 15 23:42:06 PST 2022","Tue Feb 15 23:45:37 PST 2022","Fri Feb 18 23:45:37 PST 2022","Fri Feb 18 23:46:20 PST 2022","","","211","100% (367/367)","100% (23/23)","100% (22/22)","Wiki1k:wikipedia:19572217:14:6","There are 16 H and 9 N subtypes known , but only H 1 , 2 and 3 , and N 1 and 2 are commonly found in humans .","7","8&26","","","[{""another-question"":""add QA"",""answers-1"":""16 H and 9 N"",""discard-question"":""discard question"",""end-1"":""7"",""member-consist-1"":""member"",""member-partof-1"":""member"",""notthe-copular-1"":""subtypes"",""part-consist-1"":""part"",""part-partof-1"":""part"",""question-1"":""What/Who is a part/member of subtypes?"",""question-1-consist-input-part-member"":""part"",""question-1-consist-input-what-who"":""What"",""remove-button"":""remove answer"",""start-1"":""3"",""the-copular-1"":""the subtypes"",""what-consist-1"":""What"",""what-copular-1"":""What"",""who-consist-1"":""Who"",""who-copular-1"":""Who""}]"
"3IVKZBIBJ0ABLCVSLOGH5JVWJMASHY","3AHTORI2CVY36KQA8QSKO64FAYKHX8","Ask and answer questions about nouns","Ask and answer questions about nouns","noun","$0.05","Sun Feb 13 00:57:21 PST 2022","3","BatchId:347806;OriginalHitTemplateId:921587278;","18000","259200","Tue Mar 15 01:57:21 PDT 2022","","","3J4Q2Z4UTY4KR69YELIDZ5LYARJWQU","A2CK4EBWLXYOV1","Approved","Tue Feb 15 23:39:03 PST 2022","Tue Feb 15 23:39:59 PST 2022","Fri Feb 18 23:39:59 PST 2022","Fri Feb 18 23:40:20 PST 2022","","","56","100% (367/367)","100% (23/23)","100% (22/22)","Wiki1k:wikipedia:19572217:14:6","There are 16 H and 9 N subtypes known , but only H 1 , 2 and 3 , and N 1 and 2 are commonly found in humans .","28","8&26","","","[{""another-question"":""add QA"",""answers-1"":""H 1 , 2 and 3 , and N 1 and 2"",""discard-question"":""discard question"",""end-1"":""24"",""member-consist-1"":""member"",""member-partof-1"":""member"",""notthe-copular-1"":""humans"",""part-consist-1"":""part"",""part-partof-1"":""part"",""question-1"":""What/Who is a part/member of humans?"",""question-1-consist-input-part-member"":""part"",""question-1-consist-input-what-who"":""What"",""remove-button"":""remove answer"",""start-1"":""13"",""the-copular-1"":""the humans"",""what-consist-1"":""What"",""what-copular-1"":""What"",""who-consist-1"":""Who"",""who-copular-1"":""Who""}]"
"3IVKZBIBJ0ABLCVSLOGH5JVWJMASHY","3AHTORI2CVY36KQA8QSKO64FAYKHX8","Ask and answer questions about nouns","Ask and answer questions about nouns","noun","$0.05","Sun Feb 13 00:57:21 PST 2022","3","BatchId:347806;OriginalHitTemplateId:921587278;","18000","259200","Tue Mar 15 01:57:21 PDT 2022","","","3SB4CE2TJVW7TQ77ZUHDBOK0FAWXA8","AZC7J87AH18DW","Approved","Tue Feb 15 02:48:32 PST 2022","Tue Feb 15 02:49:07 PST 2022","Fri Feb 18 02:49:07 PST 2022","Fri Feb 18 02:49:44 PST 2022","","","35","100% (1122/1122)","100% (211/211)","100% (185/185)","Wiki1k:wikipedia:19572217:14:6","There are 16 H and 9 N subtypes known , but only H 1 , 2 and 3 , and N 1 and 2 are commonly found in humans .","28","8&26","","","[{""another-question"":""add QA""}]"
"3ZRKL6Z1E84XLG0H1IYZKJJV4MXSGZ","3AHTORI2CVY36KQA8QSKO64FAYKHX8","Ask and answer questions about nouns","Ask and answer questions about nouns","noun","$0.05","Sun Feb 13 00:57:21 PST 2022","3","BatchId:347806;OriginalHitTemplateId:921587278;","18000","259200","Tue Mar 15 01:57:21 PDT 2022","","","3DEL4X4EL6M8P85AF0VTEA27I26YXS","A2CK4EBWLXYOV1","Approved","Tue Feb 15 23:49:28 PST 2022","Tue Feb 15 23:49:45 PST 2022","Fri Feb 18 23:49:45 PST 2022","Fri Feb 18 23:50:20 PST 2022","","","17","100% (367/367)","100% (23/23)","100% (22/22)","Wiki1k:wikinews:614764:0:1","In relation to complaints about alleged events between 1974 and 1984 involving three females between eight and seventeen years of age , Hall was charged with three counts of indecent assault after being arrested Wednesday .","1","11&24&33","","","[{""another-question"":""add QA""}]"
"3ZRKL6Z1E84XLG0H1IYZKJJV4MXSGZ","3AHTORI2CVY36KQA8QSKO64FAYKHX8","Ask and answer questions about nouns","Ask and answer questions about nouns","noun","$0.05","Sun Feb 13 00:57:21 PST 2022","3","BatchId:347806;OriginalHitTemplateId:921587278;","18000","259200","Tue Mar 15 01:57:21 PDT 2022","","","3Y9N9SS8LYCTBZ35ZF1RU932TIT3DH","AZC7J87AH18DW","Approved","Tue Feb 15 03:22:20 PST 2022","Tue Feb 15 03:27:01 PST 2022","Fri Feb 18 03:27:01 PST 2022","Fri Feb 18 03:27:44 PST 2022","","","281","100% (1122/1122)","100% (211/211)","100% (185/185)","Wiki1k:wikinews:614764:0:1","In relation to complaints about alleged events between 1974 and 1984 involving three females between eight and seventeen years of age , Hall was charged with three counts of indecent assault after being arrested Wednesday .","1","11&24&33","","","[{""another-question"":""add QA"",""answers-1"":""complaints about alleged events between 1974 and 1984 involving three females between eight and seventeen years of age"",""answers-2"":""Hall was charged with three counts of indecent assault after being arrested Wednesday"",""comment-1"":""Hard to find appropriate question.\nQANom is much better here"",""discard-question"":""discard question"",""end-1"":""22"",""end-2"":""36"",""member-consist-1"":""member"",""member-consist-2"":""member"",""member-partof-1"":""member"",""member-partof-2"":""member"",""notthe-copular-1"":""relation"",""notthe-copular-2"":""relation"",""part-consist-1"":""part"",""part-consist-2"":""part"",""part-partof-1"":""part"",""part-partof-2"":""part"",""question-1"":""What/Who is a part/member of relation?"",""question-1-consist-input-part-member"":""member"",""question-1-consist-input-what-who"":""What"",""question-2"":""What/Who is a part/member of relation?"",""question-2-consist-input-part-member"":""member"",""question-2-consist-input-what-who"":""What"",""remove-button"":""remove answer"",""start-1"":""4"",""start-2"":""23"",""the-copular-1"":""the relation"",""the-copular-2"":""the relation"",""what-consist-1"":""What"",""what-consist-2"":""What"",""what-copular-1"":""What"",""what-copular-2"":""What"",""who-consist-1"":""Who"",""who-consist-2"":""Who"",""who-copular-1"":""Who"",""who-copular-2"":""Who""}]"
"37ZQELHEQ0Z0XD4Y4PF8YUTMD91NMQ","3AHTORI2CVY36KQA8QSKO64FAYKHX8","Ask and answer questions about nouns","Ask and answer questions about nouns","noun","$0.05","Sun Feb 13 00:57:21 PST 2022","3","BatchId:347806;OriginalHitTemplateId:921587278;","18000","259200","Tue Mar 15 01:57:21 PDT 2022","","","3VHP9MDGRNLEMJDKJE7IBCAHB8MFC2","AZC7J87AH18DW","Approved","Tue Feb 15 03:55:29 PST 2022","Tue Feb 15 03:59:10 PST 2022","Fri Feb 18 03:59:10 PST 2022","Fri Feb 18 03:59:44 PST 2022","","","221","100% (1122/1122)","100% (211/211)","100% (185/185)","Wiki1k:wikinews:614764:0:1","In relation to complaints about alleged events between 1974 and 1984 involving three females between eight and seventeen years of age , Hall was charged with three counts of indecent assault after being arrested Wednesday .","3","11&24&33","","","[{""another-question"":""add QA"",""answers-1"":""alleged events between 1974 and 1984 involving three females between eight and seventeen years of age"",""answers-2"":""Hall"",""discard-question"":""discard question"",""end-1"":""22"",""end-2"":""24"",""member-consist-1"":""member"",""member-consist-2"":""member"",""member-partof-1"":""member"",""member-partof-2"":""member"",""notthe-copular-1"":""complaints"",""notthe-copular-2"":""complaints"",""part-consist-1"":""part"",""part-consist-2"":""part"",""part-partof-1"":""part"",""part-partof-2"":""part"",""question-1"":""What is the [PROPERTY] of (the) complaints?"",""question-1-property-input"":""content"",""question-2"":""What is the [PROPERTY] of (the) complaints?"",""question-2-property-input"":""object"",""remove-button"":""remove answer"",""start-1"":""6"",""start-2"":""23"",""the-copular-1"":""the complaints"",""the-copular-2"":""the complaints"",""what-consist-1"":""What"",""what-consist-2"":""What"",""what-copular-1"":""What"",""what-copular-2"":""What"",""who-consist-1"":""Who"",""who-consist-2"":""Who"",""who-copular-1"":""Who"",""who-copular-2"":""Who""}]"
"3MVY4USGB6OBH76CR6Y25VWBJZPSIR","3AHTORI2CVY36KQA8QSKO64FAYKHX8","Ask and answer questions about nouns","Ask and answer questions about nouns","noun","$0.05","Sun Feb 13 00:57:21 PST 2022","3","BatchId:347806;OriginalHitTemplateId:921587278;","18000","259200","Tue Mar 15 01:57:21 PDT 2022","","","3483FV8BEEK558S7LSF85TOI6I662H","AZC7J87AH18DW","Approved","Tue Feb 15 03:34:33 PST 2022","Tue Feb 15 03:36:28 PST 2022","Fri Feb 18 03:36:28 PST 2022","Fri Feb 18 03:36:44 PST 2022","","","115","100% (1122/1122)","100% (211/211)","100% (185/185)","Wiki1k:wikinews:614764:0:1","In relation to complaints about alleged events between 1974 and 1984 involving three females between eight and seventeen years of age , Hall was charged with three counts of indecent assault after being arrested Wednesday .","6","11&24&33","","","[{""another-question"":""add QA"",""answers-1"":""between 1974 and 1984"",""answers-2"":""alleged"",""discard-question"":""discard question"",""end-1"":""12"",""end-2"":""7"",""member-consist-1"":""member"",""member-consist-2"":""member"",""member-partof-1"":""member"",""member-partof-2"":""member"",""notthe-copular-1"":""events"",""notthe-copular-2"":""events"",""part-consist-1"":""part"",""part-consist-2"":""part"",""part-partof-1"":""part"",""part-partof-2"":""part"",""question-1"":""When is the events?"",""question-2"":""What is the [PROPERTY] of (the) events?"",""question-2-property-input"":""veracity"",""remove-button"":""remove answer"",""start-1"":""8"",""start-2"":""6"",""the-copular-1"":""the events"",""the-copular-2"":""the events"",""what-consist-1"":""What"",""what-consist-2"":""What"",""what-copular-1"":""What"",""what-copular-2"":""What"",""who-consist-1"":""Who"",""who-consist-2"":""Who"",""who-copular-1"":""Who"",""who-copular-2"":""Who""}]"
"3MVY4USGB6OBH76CR6Y25VWBJZPSIR","3AHTORI2CVY36KQA8QSKO64FAYKHX8","Ask and answer questions about nouns","Ask and answer questions about nouns","noun","$0.05","Sun Feb 13 00:57:21 PST 2022","3","BatchId:347806;OriginalHitTemplateId:921587278;","18000","259200","Tue Mar 15 01:57:21 PDT 2022","","","3C6FJU71TQUG84BFAVK6U333OKPYU0","A2CK4EBWLXYOV1","Approved","Tue Feb 15 23:45:40 PST 2022","Tue Feb 15 23:49:00 PST 2022","Fri Feb 18 23:49:00 PST 2022","Fri Feb 18 23:49:20 PST 2022","","","200","100% (367/367)","100% (23/23)","100% (22/22)","Wiki1k:wikinews:614764:0:1","In relation to complaints about alleged events between 1974 and 1984 involving three females between eight and seventeen years of age , Hall was charged with three counts of indecent assault after being arrested Wednesday .","6","11&24&33","","","[{""another-question"":""add QA"",""answers-1"":""between 1974 and 1984"",""discard-question"":""discard question"",""end-1"":""11"",""member-consist-1"":""member"",""member-partof-1"":""member"",""notthe-copular-1"":""events"",""part-consist-1"":""part"",""part-partof-1"":""part"",""question-1"":""When is the events?"",""remove-button"":""remove answer"",""start-1"":""8"",""the-copular-1"":""the events"",""what-consist-1"":""What"",""what-copular-1"":""What"",""who-consist-1"":""Who"",""who-copular-1"":""Who""}]"
"3IWA71V4TIH3K4XAJFV070NYPNWX6A","3AHTORI2CVY36KQA8QSKO64FAYKHX8","Ask and answer questions about nouns","Ask and answer questions about nouns","noun","$0.05","Sun Feb 13 00:57:21 PST 2022","3","BatchId:347806;OriginalHitTemplateId:921587278;","18000","259200","Tue Mar 15 01:57:21 PDT 2022","","","3KKG4CDWKIZ2Q59SND18IICIGXA94R","AZC7J87AH18DW","Approved","Tue Feb 15 03:36:41 PST 2022","Tue Feb 15 03:37:53 PST 2022","Fri Feb 18 03:37:53 PST 2022","Fri Feb 18 03:38:44 PST 2022","","","72","100% (1122/1122)","100% (211/211)","100% (185/185)","Wiki1k:wikinews:614764:0:1","In relation to complaints about alleged events between 1974 and 1984 involving three females between eight and seventeen years of age , Hall was charged with three counts of indecent assault after being arrested Wednesday .","13","11&24&33","","","[{""another-question"":""add QA"",""answers-1"":""three"",""answers-2"":""between eight and seventeen years of age"",""discard-question"":""discard question"",""end-1"":""14"",""end-2"":""22"",""member-consist-1"":""member"",""member-consist-2"":""member"",""member-partof-1"":""member"",""member-partof-2"":""member"",""notthe-copular-1"":""females"",""notthe-copular-2"":""females"",""part-consist-1"":""part"",""part-consist-2"":""part"",""part-partof-1"":""part"",""part-partof-2"":""part"",""question-1"":""How much /How many females?"",""question-2"":""What is the [PROPERTY] of (the) females?"",""question-2-property-input"":""age"",""remove-button"":""remove answer"",""start-1"":""13"",""start-2"":""15"",""the-copular-1"":""the females"",""the-copular-2"":""the females"",""what-consist-1"":""What"",""what-consist-2"":""What"",""what-copular-1"":""What"",""what-copular-2"":""What"",""who-consist-1"":""Who"",""who-consist-2"":""Who"",""who-copular-1"":""Who"",""who-copular-2"":""Who""}]"
"3IWA71V4TIH3K4XAJFV070NYPNWX6A","3AHTORI2CVY36KQA8QSKO64FAYKHX8","Ask and answer questions about nouns","Ask and answer questions about nouns","noun","$0.05","Sun Feb 13 00:57:21 PST 2022","3","BatchId:347806;OriginalHitTemplateId:921587278;","18000","259200","Tue Mar 15 01:57:21 PDT 2022","","","3RWE2M8QWHB6GJVL5MXBOGHP4A50NV","A2CK4EBWLXYOV1","Approved","Mon Feb 14 08:28:14 PST 2022","Mon Feb 14 08:28:48 PST 2022","Thu Feb 17 08:28:48 PST 2022","Thu Feb 17 08:29:12 PST 2022","","","34","100% (367/367)","100% (23/23)","100% (22/22)","Wiki1k:wikinews:614764:0:1","In relation to complaints about alleged events between 1974 and 1984 involving three females between eight and seventeen years of age , Hall was charged with three counts of indecent assault after being arrested Wednesday .","13","11&24&33","","","[{""another-question"":""add QA"",""answers-1"":""between eight and seventeen"",""answers-2"":""three"",""discard-question"":""discard question"",""end-1"":""18"",""end-2"":""13"",""member-consist-1"":""member"",""member-consist-2"":""member"",""member-partof-1"":""member"",""member-partof-2"":""member"",""notthe-copular-1"":""females"",""notthe-copular-2"":""females"",""part-consist-1"":""part"",""part-consist-2"":""part"",""part-partof-1"":""part"",""part-partof-2"":""part"",""question-1"":""What is the [PROPERTY] of (the) females?"",""question-1-property-input"":""age"",""question-2"":""How much /How many females?"",""remove-button"":""remove answer"",""start-1"":""15"",""start-2"":""13"",""the-copular-1"":""the females"",""the-copular-2"":""the females"",""what-consist-1"":""What"",""what-consist-2"":""What"",""what-copular-1"":""What"",""what-copular-2"":""What"",""who-consist-1"":""Who"",""who-consist-2"":""Who"",""who-copular-1"":""Who"",""who-copular-2"":""Who""}]"
"3H4IKZHALBJ6FVPYGQU8B9IMIZBNNQ","3AHTORI2CVY36KQA8QSKO64FAYKHX8","Ask and answer questions about nouns","Ask and answer questions about nouns","noun","$0.05","Sun Feb 13 00:57:21 PST 2022","3","BatchId:347806;OriginalHitTemplateId:921587278;","18000","259200","Tue Mar 15 01:57:21 PDT 2022","","","37Q970SNZE933L8891IX1FA5W2VS1G","A2CK4EBWLXYOV1","Approved","Tue Feb 15 23:40:49 PST 2022","Tue Feb 15 23:41:39 PST 2022","Fri Feb 18 23:41:39 PST 2022","Fri Feb 18 23:42:20 PST 2022","","","50","100% (367/367)","100% (23/23)","100% (22/22)","Wiki1k:wikinews:614764:0:1","In relation to complaints about alleged events between 1974 and 1984 involving three females between eight and seventeen years of age , Hall was charged with three counts of indecent assault after being arrested Wednesday .","18","11&24&33","","","[{""another-question"":""add QA"",""answers-1"":""between eight and seventeen"",""answers-2"":""of age"",""discard-question"":""discard question"",""end-1"":""18"",""end-2"":""21"",""member-consist-1"":""member"",""member-consist-2"":""member"",""member-partof-1"":""member"",""member-partof-2"":""member"",""notthe-copular-1"":""years"",""notthe-copular-2"":""years"",""part-consist-1"":""part"",""part-consist-2"":""part"",""part-partof-1"":""part"",""part-partof-2"":""part"",""question-1"":""How much /How many years?"",""question-2"":""What kind of years?"",""remove-button"":""remove answer"",""start-1"":""15"",""start-2"":""20"",""the-copular-1"":""the years"",""the-copular-2"":""the years"",""what-consist-1"":""What"",""what-consist-2"":""What"",""what-copular-1"":""What"",""what-copular-2"":""What"",""who-consist-1"":""Who"",""who-consist-2"":""Who"",""who-copular-1"":""Who"",""who-copular-2"":""Who""}]"
